,username,date,content,preprocess_content,sentiment,sentiment_score
868,Afor32977890,2020-12-23 21:55:29+00:00,Clueless government. Nobody has a monopoly of violence. @EndSARS #EndNigeriaNow #Biafraexit https://t.co/bg0A1enW5z,clueless government monopoly violence endsars endnigerianow biafraexit,negative,0.979778528213501
869,akeredolumayor,2020-12-23 19:06:25+00:00,Can we have some @Endsars repentant,endsars repentant,negative,0.9819617867469788
870,1Verich,2020-12-23 18:51:44+00:00,"@DailyPostNGR I join my voice to call for the immediate impeachment of Mohammedu Buhari as Presidential of Nigeria

@EndSars
@MBuhari
@APCNigeria
Kindly retweet if you agree",dailypostngr join voice immediate impeachment mohammedu buhari presidential nigeria endsars mbuhari apcnigeria kindly retweet agree,negative,0.9117097854614258
871,THEHOOD31549752,2020-12-23 15:45:53+00:00,"Yes, we are young, wise and brave. We did what has not been done. It's never by AGE no but it WISDOM and we are the future so we can lead. Rest in peace all we lost @endsars because we will made you all proud because all the fight and blood lost shall not be in vain @AishaYesufu https://t.co/WDBdl8aAtt",yes young wise brave age wisdom future lead rest peace lost endsars proud fight blood lost shall vain aishayesufu,positive,0.9195681810379028
872,SamEgwu8,2020-12-23 12:28:37+00:00,"see of the criminals representing us,the educated fool don't know every living soul on Twitter is paying tax to come ,Nigerians see the kind people you all are voting for.@ENDSARS @ENDSWAT. https://t.co/gSnu9sw7H1",criminals representing usthe educated fool dont know living soul twitter paying tax come nigerians kind people voting forendsars endswat,negative,0.9995315074920654
873,JosephC11126605,2020-12-23 06:15:17+00:00,"A police man, killed a woman , a mother 
A guardian, oh my God,  when will this stop happening in nigeria, 
@rudeboypsquare 
@wizkidayo 
@davido 
@renoomokri 
@iRuntown 
@PeterPsquare 
@phynofino 
@ZoroSwagbag 
@MBuhari 
@endbadgovernments
@endsars https://t.co/V1lz497f7b",police man killed woman mother guardian oh god stop happening nigeria rudeboypsquare wizkidayo davido renoomokri iruntown peterpsquare phynofino zoroswagbag mbuhari endbadgovernments endsars,negative,0.8856186270713806
874,larryolabode,2020-12-22 21:28:52+00:00,"Nigeria’s shameless corrupt Southern leaders do nothing while North West leaders recruit and arm bandits, herdsmen and boko haram to hold on to power in 2023. https://t.co/6xkGDKAEHD  @Endsars @MaziNnamdiKanu @YeleSowore @AishaYesufu @BBCWorld  #EndSARS #RevolutionNow https://t.co/MB8wBfPLSu",nigeria’s shameless corrupt southern leaders north west leaders recruit arm bandits herdsmen boko haram hold power 2023 endsars mazinnamdikanu yelesowore aishayesufu bbcworld endsars revolutionnow,positive,0.953071653842926
875,THEHOOD31549752,2020-12-22 18:52:12+00:00,@MBuhari @aishambuhari @HQNigerianArmy @PoliceNG @JoeBiden @endsars @blacklivesmatters @renoomokri @YeleSowore GOD WILL RIDE in our  land Nigeria https://t.co/ifxn5R81xz https://t.co/mnF41uLgNw,mbuhari aishambuhari hqnigerianarmy policeng joebiden endsars blacklivesmatters renoomokri yelesowore god ride land nigeria,positive,0.7220024466514587
876,THEHOOD31549752,2020-12-22 18:47:55+00:00,@DeleMomodu @MBuhari @aishambuhari @HQNigerianArmy @PoliceNG @endsars @AishaYesufu @A_Salkida GOD WILL RISE https://t.co/kAhdj4VEMt,delemomodu mbuhari aishambuhari hqnigerianarmy policeng endsars aishayesufu asalkida god rise,positive,0.5554503202438354
877,PatrickUgwumba,2020-12-22 14:31:42+00:00,"I have just been reminded by my millionaire friend that during the looting @ENDSARS period, the hoodlums never looted a book shop. Not even one. This is because hoodlums don't read.

#StrategySessionWithPatrick",reminded millionaire friend looting endsars period hoodlums looted book shop hoodlums dont read strategysessionwithpatrick,negative,0.9713910818099976
878,Goziel29,2020-12-21 22:30:30+00:00,@Endsars should see and check this out clearly. This is a carry-on https://t.co/2L4pt0u1U2,endsars check clearly carryon,positive,0.956531286239624
879,Boldenboss1,2020-12-21 21:45:16+00:00,@StephanieBusari @cchukudebelu Because house and senate members received threatening calls during the @Endsars campaign. They want to be able to jail them next time.,stephaniebusari cchukudebelu house senate members received threatening calls endsars campaign want able jail time,negative,0.9976187348365784
880,THEHOOD31549752,2020-12-21 20:12:58+00:00,"@MobilePunch Who don't know that? Kidnapped and rescued without killing any kidnapper, without catching noon of them in which Nigerian or American movies that happens? How did they being rescued? With juju? We really need some answers @MBuhari @HQNigerianArmy @aishambuhari @endsars",mobilepunch dont know kidnapped rescued killing kidnapper catching noon nigerian american movies happens rescued juju need answers mbuhari hqnigerianarmy aishambuhari endsars,negative,0.9996907711029053
881,NosaOnyebuchi,2020-12-21 13:08:35+00:00,NDLEA SWAT Spotted On The Road Checking Mobile Phones @endsars @endswat @endnigeria https://t.co/NkOlsRCUH5,ndlea swat spotted road checking mobile phones endsars endswat endnigeria,positive,0.5135301947593689
882,Charlierukaa,2020-12-21 12:48:24+00:00,"@NgComCommission My phone has been stolen and I CAN'T retrieve my line to which my entire life and livelihood are tied. And since 
@EndSARS has ended @SARS, the police (say they) no longer (have the capacity to) track stolen phones! Should I now go and jump off 3rd Mainland Bridge??",ngcomcommission phone stolen cant retrieve line entire life livelihood tied endsars ended sars police longer capacity track stolen phones jump 3rd mainland bridge,negative,0.9990941286087036
883,Charlierukaa,2020-12-21 12:41:55+00:00,"@NgComCommission NCC!
My phone has been stolen and I CAN'T retrieve my line, to which my entire life and livelihood are tied. And since @EndSARS has ended @SARS, the police (say they) no longer (have the capacity to) track stolen phones! I should now jump off 3rd Mainland Bridge?",ngcomcommission ncc phone stolen cant retrieve line entire life livelihood tied endsars ended sars police longer capacity track stolen phones jump 3rd mainland bridge,negative,0.9990259408950806
884,ezehsidney,2020-12-21 11:35:12+00:00,NDLEA SWAT NIMC @endsars Large crowds at NIMC offices in Lagos for NIN registration https://t.co/oxCLeXCSmB,ndlea swat nimc endsars large crowds nimc offices lagos nin registration,positive,0.7744573950767517
885,LuckyboyHammed,2020-12-21 09:49:32+00:00,"@SaharaReporters @PoliceNG Which type of country is dis self, our guidance now become criminal, I think we protest right, this is what we mean by @Endsars✌",saharareporters policeng type country dis self guidance criminal think protest right mean endsars,negative,0.9958932399749756
886,Lasheun2,2020-12-21 00:45:37+00:00,@SaharaReporters @PoliceNG Were there another @EndSars protest prison break or a corrupt police officer aided jail break?🤷🤷🤷🏃🏃🏃,saharareporters policeng endsars protest prison break corrupt police officer aided jail break🤷🤷🤷,negative,0.9562675952911377
887,THEHOOD31549752,2020-12-20 20:33:31+00:00,"@JoeBiden All my prayers is the healing to reach my country Nigeria, she is really bleeding. @endsars @blacklivesmatters @MBuhari",joebiden prayers healing reach country nigeria bleeding endsars blacklivesmatters mbuhari,positive,0.9179028868675232
888,Akanni71799808,2020-12-20 18:29:06+00:00,@THEHOOD31549752 @MobilePunch @MBuhari @HQNigerianArmy @aishambuhari @EndSars Pls substantiate Ur claims as against government claims cos some on tweeter here r never objective but only type with hatred. we wanna learn . Thanks if u can,thehood31549752 mobilepunch mbuhari hqnigerianarmy aishambuhari endsars pls substantiate ur claims government claims cos tweeter r objective type hatred wanna learn thanks u,negative,0.9998811483383179
889,THEHOOD31549752,2020-12-20 17:33:26+00:00,The WISDOM of the elders and the ENERGY of the young but we just they just rigged that 🐄 @MBuhari who's brain is as dead as 🐄 💩. @blacklivesmatters @endsars https://t.co/PvtLqLxeFq,wisdom elders energy young rigged  mbuhari whos brain dead   blacklivesmatters endsars,positive,0.969931423664093
890,THEHOOD31549752,2020-12-20 17:21:49+00:00,"@AishaYesufu Only when that 🐄 @MBuhari leave the seat then Nigeria can breath if not, hmm. The fight is now Nigerians, it's now or never . Why are we living for nothing and being so scared to die for something. We end @MBuhari bad government @endsars",aishayesufu  mbuhari leave seat nigeria breath hmm fight nigerians living scared die end mbuhari bad government endsars,negative,0.894854724407196
891,THEHOOD31549752,2020-12-20 16:56:30+00:00,"@MobilePunch Who don't know that? Kidnapped and rescued without killing any kidnapper, without catching noon of them in which Nigerian or American movies that happens? How did they being rescued? With juju? We really need some answers @MBuhari @HQNigerianArmy @aishambuhari @endsars",mobilepunch dont know kidnapped rescued killing kidnapper catching noon nigerian american movies happens rescued juju need answers mbuhari hqnigerianarmy aishambuhari endsars,negative,0.9996907711029053
892,FortressIsaiah,2020-12-20 15:53:01+00:00,@AzubuikeOnovo @Theresa93389819 @EndSars @EndNigeriaNow 😀🤣😂🤣,azubuikeonovo theresa93389819 endsars endnigerianow 🤣🤣,negative,0.7508379817008972
893,TonyToniro,2020-12-20 14:17:33+00:00,We shall never forget about them @endSars,shall forget endsars,negative,0.9259801506996155
894,Olusegun_saint,2020-12-20 11:51:18+00:00,"@iyaboawokoya @MBuhari @obyezeks Do you need further evidence? Its all around you? High level Corruption and wanton killings of the youth created @Endsars, and exposed the hypocrisy of Nigerian officials over COVID-19, and theft of palliatives even by Governors, Legislators and Royal Fathers. Are u  in Nigeria?",iyaboawokoya mbuhari obyezeks need evidence high level corruption wanton killings youth created endsars exposed hypocrisy nigerian officials covid19 theft palliatives governors legislators royal fathers u nigeria,negative,0.6412597894668579
895,imb1604,2020-12-20 09:39:04+00:00,@THEHOOD31549752 @SaharaReporters @PoliceNG @NGRPresident @NigeriaGov @MBuhari @aishambuhari @EndSars #ENDSARS was the failure of government. Nothing like that will ever happen,thehood31549752 saharareporters policeng ngrpresident nigeriagov mbuhari aishambuhari endsars endsars failure government like happen,negative,0.9504460096359253
896,MarkOkonkwo1,2020-12-20 06:18:41+00:00,This is Fake News because in Nigeria Boko haram only infiltrated the @EndSARS protesters to overthrow the God ordained Government https://t.co/8ZtXCGK5Vb,fake news nigeria boko haram infiltrated endsars protesters overthrow god ordained government,negative,0.9965435862541199
897,Adeomoade2016,2020-12-19 19:03:33+00:00,@MrOnos147 @Endsars 😞,mronos147 endsars ,positive,0.6210043430328369
898,Mondaylittlest1,2020-12-19 14:47:14+00:00,"@OdudwaRepublic This goes to @Endsars,, I thought so when they said let's give gvt time. 
I said thesame people. 
I hope they have learnt enough now.",odudwarepublic goes endsars thought said lets gvt time said thesame people hope learnt,positive,0.6848379373550415
899,Zatyok9,2020-12-19 12:06:28+00:00,"@j_samdavid @SaharaReporters @EndSars Need to stand up, speak up and change the narrative",jsamdavid saharareporters endsars need stand speak change narrative,positive,0.9347774982452393
900,j_samdavid,2020-12-19 12:03:18+00:00,@Zatyok9 @SaharaReporters @EndSars Its not power. Its lack of accountability that our government have....... No body hold anybody accountable for their wrongs. The only people who face the law in the country are tbe oppressed and not tbe oligarchy and their obsequious agents,zatyok9 saharareporters endsars power lack accountability government body hold anybody accountable wrongs people face law country tbe oppressed tbe oligarchy obsequious agents,negative,0.9979109168052673
901,Zatyok9,2020-12-19 12:00:19+00:00,"@SaharaReporters So, this brutality it not about @endSARS alone? See wetin power de cos",saharareporters brutality endsars wetin power de cos,negative,0.6981511116027832
902,VannieAgnes,2020-12-19 10:57:49+00:00,Nigerian contortionist and flexibility trainer @TundeEddnut @30bg @endsars @contortion @lindaikeji @davido @unique @VannieAgnes https://t.co/6UfhjltZBO,nigerian contortionist flexibility trainer tundeeddnut 30bg endsars contortion lindaikeji davido unique vannieagnes,negative,0.8396332859992981
903,IkechiCosmas,2020-12-19 03:21:19+00:00,The fraud in NGR cabal will crumble once Nigerians get fed up.  @Endsars has shown us how vulnerable any govt can be against a determined citizen.,fraud ngr cabal crumble nigerians fed endsars shown vulnerable govt determined citizen,negative,0.9997863173484802
904,THEHOOD31549752,2020-12-18 13:10:27+00:00,@SaharaReporters @PoliceNG @NGRPresident @NigeriaGov @MBuhari @aishambuhari you all better respect the old age you all have because if the plan is another lockdown I swear what happened to @endsars dey learn work to what will happen. Who are you all fooling? Corvid in Nigeria? Dammmm this is crazy,saharareporters policeng ngrpresident nigeriagov mbuhari aishambuhari better respect old age plan lockdown swear happened endsars dey learn work happen fooling corvid nigeria dammmm crazy,negative,0.7822515964508057
